number of outliers: 4469
id,time,value
4,23:12:28 10:10:27,39405.02
7,23:12:28 10:10:27,31874.79
8,23:12:28 10:10:27,37441.39
9,23:12:28 10:10:27,37625.99
10,23:12:28 10:10:27,32603.53
3,23:12:28 10:11:27,34530.73
5,23:12:28 10:11:27,32505.76
10,23:12:28 10:11:27,35051.68
4,23:12:28 10:12:27,36855.35
6,23:12:28 10:13:27,31166.14
1,23:12:28 10:14:27,30130.34
3,23:12:28 10:14:27,39786.77
4,23:12:28 10:14:27,39310.71
7,23:12:28 10:14:27,34436.06
8,23:12:28 10:15:27,31302.45
10,23:12:28 10:15:27,39126.84
1,23:12:28 10:16:27,38174.11
2,23:12:28 10:16:27,39994.43
6,23:12:28 10:16:27,33319.30
7,23:12:28 10:16:27,31540.87
8,23:12:28 10:16:27,35779.96
9,23:12:28 10:16:27,33611.63
1,23:12:28 10:17:27,37743.59
1,23:12:28 10:18:27,37772.82
2,23:12:28 10:18:27,34693.34
4,23:12:28 10:18:27,34781.98
8,23:12:28 10:18:27,37617.41
9,23:12:28 10:18:27,39785.58
10,23:12:28 10:18:27,36222.28
8,23:12:28 10:19:27,37171.50
9,23:12:28 10:19:27,33234.88
3,23:12:28 10:20:27,32950.26
5,23:12:28 10:20:27,31749.64
9,23:12:28 10:20:27,36740.49
3,23:12:28 10:21:27,34808.59
5,23:12:28 10:21:27,37316.16
6,23:12:28 10:21:27,39703.07
9,23:12:28 10:21:27,30389.48
10,23:12:28 10:21:27,38204.67
8,23:12:28 10:22:27,33698.75
1,23:12:28 10:24:27,39462.84
5,23:12:28 10:24:27,36869.85
5,23:12:28 10:25:27,33093.42
9,23:12:28 10:25:27,36556.87
3,23:12:28 10:26:27,37188.41
5,23:12:28 10:26:27,39813.48
6,23:12:28 10:26:27,39193.78
9,23:12:28 10:26:27,35231.31
2,23:12:28 10:27:27,37056.25
4,23:12:28 10:27:27,38409.36
5,23:12:28 10:27:27,38183.16
8,23:12:28 10:27:27,37311.09
1,23:12:28 10:28:27,35051.08
3,23:12:28 10:28:27,35801.75
6,23:12:28 10:28:27,39458.65
3,23:12:28 10:29:27,38478.00
5,23:12:28 10:29:27,38546.29
10,23:12:28 10:29:27,32469.13
2,23:12:28 10:30:27,32369.10
7,23:12:28 10:30:27,39364.30
8,23:12:28 10:30:27,37643.20
2,23:12:28 10:31:27,32961.71
3,23:12:28 10:31:27,33881.01
6,23:12:28 10:31:27,39140.49
2,23:12:28 10:32:27,30851.02
5,23:12:28 10:32:27,31855.56
7,23:12:28 10:32:27,37145.96
3,23:12:28 10:33:27,39381.99
2,23:12:28 10:34:27,38352.44
7,23:12:28 10:34:27,35537.12
1,23:12:28 10:35:27,34718.91
2,23:12:28 10:35:27,35387.19
3,23:12:28 10:35:27,35326.77
5,23:12:28 10:35:27,39690.27
10,23:12:28 10:35:27,38761.60
1,23:12:28 10:36:27,33274.08
2,23:12:28 10:36:27,39409.20
3,23:12:28 10:36:27,34867.92
9,23:12:28 10:36:27,31900.59
1,23:12:28 10:39:27,33732.43
3,23:12:28 10:39:27,31882.81
6,23:12:28 10:39:27,32312.23
8,23:12:28 10:39:27,37099.79
9,23:12:28 10:39:27,30852.13
2,23:12:28 10:40:27,34795.28
5,23:12:28 10:40:27,35044.82
6,23:12:28 10:40:27,36972.29
7,23:12:28 10:40:27,35870.97
10,23:12:28 10:40:27,34996.27
1,23:12:28 10:41:27,33448.28
5,23:12:28 10:41:27,38972.52
10,23:12:28 10:41:27,32025.42
1,23:12:28 10:42:27,39574.13
4,23:12:28 10:42:27,32244.54
9,23:12:28 10:42:27,39999.61
3,23:12:28 10:43:27,30042.69
2,23:12:28 10:44:27,35883.12
4,23:12:28 10:44:27,35080.58
6,23:12:28 10:44:27,38012.09
9,23:12:28 10:44:27,33988.91
10,23:12:28 10:44:27,38289.13
4,23:12:28 10:45:27,36405.32
10,23:12:28 10:45:27,39515.95
2,23:12:28 10:46:27,33545.17
9,23:12:28 10:46:27,36734.62
10,23:12:28 10:46:27,31871.18
2,23:12:28 10:47:27,33108.23
4,23:12:28 10:47:27,36493.88
6,23:12:28 10:47:27,30022.19
8,23:12:28 10:47:27,35209.92
7,23:12:28 10:48:27,30490.18
8,23:12:28 10:48:27,39537.92
6,23:12:28 10:49:27,39652.31
10,23:12:28 10:49:27,35623.16
8,23:12:28 10:50:27,31484.53
2,23:12:28 10:51:27,35914.68
3,23:12:28 10:51:27,35618.43
5,23:12:28 10:51:27,36044.59
9,23:12:28 10:53:27,37952.44
2,23:12:28 10:55:27,30622.06
5,23:12:28 10:55:27,32827.83
3,23:12:28 10:56:27,33481.59
6,23:12:28 10:59:27,37081.45
3,23:12:28 11:00:27,39015.49
6,23:12:28 11:00:27,33286.89
10,23:12:28 11:00:27,36224.99
1,23:12:28 11:01:27,37800.29
7,23:12:28 11:01:27,36952.16
10,23:12:28 11:01:27,30062.40
8,23:12:28 11:02:27,39997.93
10,23:12:28 11:02:27,37819.61
3,23:12:28 11:03:27,35979.01
4,23:12:28 11:04:27,33614.69
8,23:12:28 11:04:27,35905.74
10,23:12:28 11:04:27,39995.95
2,23:12:28 11:05:27,37130.80
9,23:12:28 11:07:27,32944.28
1,23:12:28 11:08:27,31421.29
3,23:12:28 11:09:27,31907.77
6,23:12:28 11:09:27,31569.41
9,23:12:28 11:10:27,31469.27
10,23:12:28 11:10:27,37037.82
8,23:12:28 11:11:27,38290.81
9,23:12:28 11:11:27,31792.57
1,23:12:28 11:12:27,30937.54
2,23:12:28 11:12:27,32147.90
4,23:12:28 11:12:27,31766.85
5,23:12:28 11:12:27,34342.01
8,23:12:28 11:12:27,35781.24
7,23:12:28 11:13:27,31432.61
1,23:12:28 11:14:27,35068.50
5,23:12:28 11:14:27,30348.08
9,23:12:28 11:14:27,33631.16
3,23:12:28 11:15:27,33893.51
7,23:12:28 11:15:27,35174.25
9,23:12:28 11:15:27,32033.34
10,23:12:28 11:15:27,39657.05
3,23:12:28 11:16:27,33236.82
3,23:12:28 11:17:27,33758.08
4,23:12:28 11:17:27,34219.29
8,23:12:28 11:17:27,35341.39
10,23:12:28 11:17:27,31101.14
6,23:12:28 11:18:27,35129.00
9,23:12:28 11:18:27,35183.74
1,23:12:28 11:19:27,30764.49
8,23:12:28 11:19:27,38869.96
3,23:12:28 11:20:27,31580.08
4,23:12:28 11:20:27,38852.34
7,23:12:28 11:20:27,33646.72
2,23:12:28 11:21:27,30098.77
5,23:12:28 11:21:27,30426.24
10,23:12:28 11:21:27,36672.98
6,23:12:28 11:22:27,38163.78
2,23:12:28 11:23:27,34172.40
4,23:12:28 11:23:27,36251.19
5,23:12:28 11:23:27,30711.33
7,23:12:28 11:23:27,33933.49
10,23:12:28 11:24:27,35926.87
3,23:12:28 11:25:27,32347.09
6,23:12:28 11:25:27,36669.16
8,23:12:28 11:25:27,38255.90
1,23:12:28 11:27:27,32054.63
3,23:12:28 11:28:27,31270.15
9,23:12:28 11:28:27,39809.41
9,23:12:28 11:29:27,34379.33
1,23:12:28 11:31:27,35043.26
9,23:12:28 11:31:27,35824.00
5,23:12:28 11:32:27,30379.05
9,23:12:28 11:32:27,34791.50
1,23:12:28 11:33:27,31897.89
3,23:12:28 11:33:27,34992.00
7,23:12:28 11:33:27,35295.31
10,23:12:28 11:33:27,38849.19
3,23:12:28 11:34:27,33751.92
7,23:12:28 11:34:27,30451.53
2,23:12:28 11:35:27,30144.20
3,23:12:28 11:35:27,32737.97
7,23:12:28 11:35:27,33110.52
8,23:12:28 11:35:27,30560.54
1,23:12:28 11:36:27,36297.15
3,23:12:28 11:36:27,30428.97
10,23:12:28 11:36:27,34532.06
2,23:12:28 11:37:27,35099.66
3,23:12:28 11:37:27,31713.05
5,23:12:28 11:37:27,37474.16
7,23:12:28 11:37:27,38604.92
1,23:12:28 11:38:27,33124.58
2,23:12:28 11:38:27,36526.54
5,23:12:28 11:38:27,35814.62
8,23:12:28 11:38:27,32567.95
10,23:12:28 11:38:27,31780.99
1,23:12:28 11:39:27,34231.17
3,23:12:28 11:39:27,37196.73
4,23:12:28 11:39:27,32957.19
6,23:12:28 11:39:27,31942.97
10,23:12:28 11:39:27,32960.14
5,23:12:28 11:40:27,34371.29
1,23:12:28 11:41:27,35773.03
4,23:12:28 11:41:27,32564.29
9,23:12:28 11:41:27,34943.38
6,23:12:28 11:42:27,30799.35
7,23:12:28 11:42:27,35285.06
10,23:12:28 11:42:27,35856.96
1,23:12:28 11:43:27,38218.02
9,23:12:28 11:43:27,34079.39
2,23:12:28 11:44:27,38286.15
5,23:12:28 11:44:27,30377.94
7,23:12:28 11:44:27,37915.20
8,23:12:28 11:44:27,30040.88
10,23:12:28 11:44:27,35376.45
6,23:12:28 11:46:27,34051.54
7,23:12:28 11:46:27,34378.08
9,23:12:28 11:46:27,36124.13
6,23:12:28 11:47:27,36332.02
8,23:12:28 11:47:27,37110.04
1,23:12:28 11:48:27,38126.23
6,23:12:28 11:49:27,37534.50
8,23:12:28 11:49:27,33144.67
10,23:12:28 11:49:27,31723.98
1,23:12:28 11:50:27,38478.39
3,23:12:28 11:50:27,35813.01
8,23:12:28 11:50:27,35505.82
5,23:12:28 11:51:27,34764.14
4,23:12:28 11:52:27,37713.77
9,23:12:28 11:52:27,39071.82
1,23:12:28 11:53:27,33235.01
4,23:12:28 11:53:27,39714.13
5,23:12:28 11:53:27,39641.85
7,23:12:28 11:53:27,35036.91
9,23:12:28 11:53:27,33227.08
9,23:12:28 11:54:27,31416.39
1,23:12:28 11:55:27,39073.25
7,23:12:28 11:55:27,32091.11
9,23:12:28 11:55:27,39574.13
5,23:12:28 11:56:27,31129.84
4,23:12:28 11:57:27,39519.28
5,23:12:28 11:58:27,39631.67
6,23:12:28 11:59:27,37053.41
4,23:12:28 12:00:27,36016.81
7,23:12:28 12:00:27,32857.27
8,23:12:28 12:00:27,39257.45
2,23:12:28 12:01:27,37573.74
3,23:12:28 12:01:27,34967.85
4,23:12:28 12:01:27,38527.62
5,23:12:28 12:02:27,30563.91
10,23:12:28 12:02:27,37811.41
1,23:12:28 12:03:27,32032.60
2,23:12:28 12:03:27,32971.98
6,23:12:28 12:03:27,33890.52
7,23:12:28 12:03:27,37660.85
8,23:12:28 12:03:27,35006.33
9,23:12:28 12:03:27,38530.07
10,23:12:28 12:03:27,36347.65
3,23:12:28 12:04:27,33572.20
5,23:12:28 12:04:27,36817.00
6,23:12:28 12:04:27,34001.04
9,23:12:28 12:04:27,37458.11
1,23:12:28 12:05:27,37545.58
3,23:12:28 12:05:27,32815.13
4,23:12:28 12:05:27,31730.08
6,23:12:28 12:05:27,38605.67
7,23:12:28 12:05:27,37192.91
8,23:12:28 12:05:27,38670.44
5,23:12:28 12:06:27,33324.22
7,23:12:28 12:06:27,38215.47
8,23:12:28 12:06:27,30375.42
9,23:12:28 12:06:27,39928.67
8,23:12:28 12:07:27,34164.63
9,23:12:28 12:07:27,39488.06
1,23:12:28 12:08:27,37013.07
9,23:12:28 12:08:27,35781.09
1,23:12:28 12:09:27,35331.74
5,23:12:28 12:09:27,37381.87
6,23:12:28 12:09:27,36478.40
6,23:12:28 12:10:27,31498.82
3,23:12:28 12:11:27,35119.75
7,23:12:28 12:11:27,32465.75
8,23:12:28 12:11:27,36092.14
10,23:12:28 12:12:27,36657.72
2,23:12:28 12:13:27,30589.68
6,23:12:28 12:13:27,38286.80
7,23:12:28 12:13:27,31915.98
2,23:12:28 12:14:27,34266.05
6,23:12:28 12:14:27,39088.26
7,23:12:28 12:14:27,39280.52
3,23:12:28 12:15:27,38740.56
1,23:12:28 12:16:27,35069.95
2,23:12:28 12:16:27,34431.99
10,23:12:28 12:16:27,33079.20
3,23:12:28 12:17:27,39686.31
7,23:12:28 12:17:27,37133.05
9,23:12:28 12:17:27,31251.50
4,23:12:28 12:18:27,35535.93
5,23:12:28 12:18:27,30333.59
8,23:12:28 12:18:27,37249.36
5,23:12:28 12:19:27,34287.86
8,23:12:28 12:19:27,35772.58
9,23:12:28 12:19:27,30657.67
4,23:12:28 12:20:27,35500.20
5,23:12:28 12:21:27,39117.01
9,23:12:28 12:21:27,30420.82
10,23:12:28 12:21:27,33005.25
2,23:12:28 12:22:27,35858.38
6,23:12:28 12:22:27,39977.38
10,23:12:28 12:22:27,33551.60
4,23:12:28 12:23:27,37993.77
8,23:12:28 12:23:27,38352.15
9,23:12:28 12:23:27,34557.09
9,23:12:28 12:24:27,34874.21
10,23:12:28 12:24:27,35591.53
6,23:12:28 12:25:27,30985.90
9,23:12:28 12:25:27,37818.66
10,23:12:28 12:25:27,30569.08
3,23:12:28 12:26:27,35523.93
4,23:12:28 12:26:27,35929.79
5,23:12:28 12:26:27,33468.24
5,23:12:28 12:27:27,39251.68
6,23:12:28 12:27:27,39899.43
8,23:12:28 12:28:27,36746.76
10,23:12:28 12:28:27,31304.95
2,23:12:28 12:29:27,39866.93
3,23:12:28 12:29:27,32413.27
5,23:12:28 12:29:27,35358.42
7,23:12:28 12:29:27,39851.88
9,23:12:28 12:29:27,30500.91
3,23:12:28 12:30:27,30290.57
4,23:12:28 12:30:27,37935.86
7,23:12:28 12:30:27,36290.99
4,23:12:28 12:31:27,37042.39
10,23:12:28 12:31:27,35751.48
9,23:12:28 12:32:27,37484.65
4,23:12:28 12:33:27,38269.89
5,23:12:28 12:33:27,35173.40
7,23:12:28 12:33:27,38302.64
5,23:12:28 12:35:27,39499.69
6,23:12:28 12:35:27,35847.63
9,23:12:28 12:35:27,34535.19
3,23:12:28 12:36:27,35827.73
5,23:12:28 12:37:27,30588.85
8,23:12:28 12:37:27,31871.43
10,23:12:28 12:37:27,30276.62
4,23:12:28 12:38:27,39574.40
8,23:12:28 12:38:27,32017.41
4,23:12:28 12:39:27,35445.36
5,23:12:28 12:39:27,36087.95
10,23:12:28 12:39:27,35392.51
2,23:12:28 12:40:27,37653.63
6,23:12:28 12:40:27,30162.95
1,23:12:28 12:41:27,34560.66
2,23:12:28 12:41:27,33911.92
3,23:12:28 12:41:27,38704.85
4,23:12:28 12:41:27,36461.73
6,23:12:28 12:41:27,37884.57
6,23:12:28 12:42:27,38207.05
7,23:12:28 12:42:27,33081.32
4,23:12:28 12:43:27,38959.02
10,23:12:28 12:43:27,33124.65
3,23:12:28 12:44:27,33362.48
6,23:12:28 12:44:27,36640.26
9,23:12:28 12:44:27,39473.19
1,23:12:28 12:45:27,30656.57
3,23:12:28 12:45:27,35143.40
4,23:12:28 12:45:27,36849.73
5,23:12:28 12:45:27,38147.79
8,23:12:28 12:45:27,33078.89
3,23:12:28 12:46:27,34055.17
5,23:12:28 12:46:27,31734.40
2,23:12:28 12:47:27,31751.52
9,23:12:28 12:47:27,33895.69
2,23:12:28 12:48:27,34552.91
5,23:12:28 12:48:27,30208.06
7,23:12:28 12:48:27,39059.24
8,23:12:28 12:48:27,39130.57
9,23:12:28 12:48:27,38600.78
4,23:12:28 12:49:27,34741.96
2,23:12:28 12:50:27,31928.29
3,23:12:28 12:50:27,39693.95
1,23:12:28 12:51:27,31033.05
5,23:12:28 12:51:27,32105.13
6,23:12:28 12:51:27,39755.84
7,23:12:28 12:51:27,38540.13
2,23:12:28 12:52:27,34021.19
6,23:12:28 12:52:27,35708.55
1,23:12:28 12:53:27,39102.60
8,23:12:28 12:53:27,30241.68
1,23:12:28 12:54:27,39085.95
2,23:12:28 12:54:27,37049.77
3,23:12:28 12:54:27,37999.34
6,23:12:28 12:54:27,39411.97
4,23:12:28 12:55:27,33363.23
5,23:12:28 12:55:27,31405.14
9,23:12:28 12:55:27,34573.95
6,23:12:28 12:57:27,35982.27
3,23:12:28 12:58:27,36434.59
5,23:12:28 12:58:27,39990.00
2,23:12:28 12:59:27,36706.47
4,23:12:28 12:59:27,30086.07
5,23:12:28 12:59:27,31852.67
2,23:12:28 13:00:27,37096.52
3,23:12:28 13:00:27,36729.22
8,23:12:28 13:00:27,30172.93
6,23:12:28 13:01:27,30892.63
7,23:12:28 13:01:27,32946.55
1,23:12:28 13:02:27,31772.91
2,23:12:28 13:02:27,38852.10
3,23:12:28 13:02:27,32490.61
4,23:12:28 13:02:27,30070.35
5,23:12:28 13:02:27,37278.33
6,23:12:28 13:02:27,30669.32
4,23:12:28 13:03:27,31795.68
5,23:12:28 13:03:27,39865.87
3,23:12:28 13:04:27,30803.43
6,23:12:28 13:04:27,34339.99
2,23:12:28 13:05:27,32239.14
5,23:12:28 13:05:27,39839.15
8,23:12:28 13:05:27,31181.56
3,23:12:28 13:06:27,37467.18
3,23:12:28 13:07:27,37672.74
9,23:12:28 13:07:27,31325.72
8,23:12:28 13:08:27,37379.38
10,23:12:28 13:08:27,38667.74
3,23:12:28 13:09:27,34402.67
4,23:12:28 13:09:27,38920.73
7,23:12:28 13:09:27,33675.00
9,23:12:28 13:09:27,39207.72
1,23:12:28 13:10:27,36412.22
2,23:12:28 13:10:27,35419.55
9,23:12:28 13:10:27,33902.93
6,23:12:28 13:11:27,32114.61
10,23:12:28 13:11:27,31806.68
4,23:12:28 13:12:27,38297.07
5,23:12:28 13:12:27,35320.65
7,23:12:28 13:12:27,31701.23
10,23:12:28 13:12:27,39512.22
3,23:12:28 13:13:27,31149.74
8,23:12:28 13:13:27,34334.78
9,23:12:28 13:13:27,34533.60
10,23:12:28 13:13:27,33513.16
3,23:12:28 13:14:27,32102.65
4,23:12:28 13:14:27,37255.39
2,23:12:28 13:16:27,31187.08
7,23:12:28 13:16:27,32041.55
3,23:12:28 13:17:27,32494.55
9,23:12:28 13:18:27,31128.64
2,23:12:28 13:19:27,34082.48
5,23:12:28 13:19:27,34801.13
7,23:12:28 13:19:27,37360.98
8,23:12:28 13:19:27,36041.51
10,23:12:28 13:19:27,39578.46
3,23:12:28 13:20:27,32902.74
7,23:12:28 13:20:27,32501.60
1,23:12:28 13:21:27,32949.18
6,23:12:28 13:21:27,33976.04
6,23:12:28 13:22:27,37272.78
10,23:12:28 13:22:27,30646.81
6,23:12:28 13:23:27,39727.67
7,23:12:28 13:23:27,36776.79
9,23:12:28 13:23:27,30427.03
10,23:12:28 13:23:27,36854.21
1,23:12:28 13:24:27,39844.20
2,23:12:28 13:24:27,38884.97
4,23:12:28 13:24:27,33583.62
5,23:12:28 13:24:27,34192.63
6,23:12:28 13:24:27,30427.40
2,23:12:28 13:25:27,35525.48
8,23:12:28 13:25:27,38876.00
1,23:12:28 13:26:27,39136.16
6,23:12:28 13:26:27,31728.89
7,23:12:28 13:26:27,31037.78
4,23:12:28 13:27:27,32295.24
4,23:12:28 13:28:27,35167.00
6,23:12:28 13:28:27,32834.04
8,23:12:28 13:28:27,38541.45
10,23:12:28 13:28:27,31922.96
3,23:12:28 13:29:27,36912.76
4,23:12:28 13:29:27,37185.10
2,23:12:28 13:30:27,36337.14
9,23:12:28 13:30:27,38479.26
5,23:12:28 13:31:27,37982.65
6,23:12:28 13:31:27,34651.68
10,23:12:28 13:31:27,35584.99
2,23:12:28 13:32:27,39514.70
4,23:12:28 13:32:27,35459.54
8,23:12:28 13:32:27,37506.17
9,23:12:28 13:32:27,34789.93
2,23:12:28 13:33:27,31270.18
2,23:12:28 13:34:27,34245.30
5,23:12:28 13:34:27,37314.09
9,23:12:28 13:34:27,36047.96
1,23:12:28 13:35:27,33751.81
1,23:12:28 13:36:27,32676.05
6,23:12:28 13:37:27,35419.88
7,23:12:28 13:37:27,38258.26
9,23:12:28 13:37:27,30758.53
1,23:12:28 13:38:27,32747.13
3,23:12:28 13:38:27,33588.02
10,23:12:28 13:38:27,31073.88
1,23:12:28 13:39:27,37438.66
2,23:12:28 13:39:27,35824.44
3,23:12:28 13:39:27,37423.65
7,23:12:28 13:39:27,37840.43
6,23:12:28 13:40:27,36589.14
7,23:12:28 13:40:27,39736.06
4,23:12:28 13:41:27,33105.40
1,23:12:28 13:42:27,37398.54
2,23:12:28 13:42:27,38700.27
4,23:12:28 13:42:27,32480.60
10,23:12:28 13:42:27,38839.38
3,23:12:28 13:43:27,32205.95
6,23:12:28 13:43:27,35049.55
9,23:12:28 13:43:27,35414.75
1,23:12:28 13:44:27,30575.35
3,23:12:28 13:44:27,36046.14
4,23:12:28 13:44:27,34529.90
6,23:12:28 13:44:27,31790.79
7,23:12:28 13:44:27,34058.32
4,23:12:28 13:45:27,36576.42
5,23:12:28 13:45:27,31680.03
6,23:12:28 13:45:27,30632.28
7,23:12:28 13:45:27,38114.81
9,23:12:28 13:45:27,39686.26
10,23:12:28 13:45:27,33801.89
5,23:12:28 13:46:27,38310.55
4,23:12:28 13:47:27,36577.53
5,23:12:28 13:47:27,32962.72
6,23:12:28 13:47:27,32486.11
7,23:12:28 13:47:27,37284.84
9,23:12:28 13:47:27,32174.37
10,23:12:28 13:47:27,37084.86
6,23:12:28 13:48:27,36451.70
2,23:12:28 13:49:27,33402.79
3,23:12:28 13:49:27,39286.90
7,23:12:28 13:49:27,37547.26
1,23:12:28 13:50:27,39626.43
2,23:12:28 13:50:27,36318.33
6,23:12:28 13:50:27,33095.70
7,23:12:28 13:50:27,30835.50
4,23:12:28 13:51:27,31917.27
7,23:12:28 13:51:27,39392.40
8,23:12:28 13:51:27,30679.18
2,23:12:28 13:52:27,38690.95
4,23:12:28 13:52:27,31933.70
6,23:12:28 13:52:27,36882.07
8,23:12:28 13:52:27,35747.78
10,23:12:28 13:52:27,35542.62
1,23:12:28 13:53:27,37555.86
4,23:12:28 13:53:27,32006.51
10,23:12:28 13:53:27,32759.39
2,23:12:28 13:54:27,35974.42
3,23:12:28 13:54:27,35234.11
5,23:12:28 13:54:27,35959.26
8,23:12:28 13:54:27,35603.64
9,23:12:28 13:54:27,35871.86
10,23:12:28 13:54:27,37549.53
3,23:12:28 13:55:27,39057.79
4,23:12:28 13:56:27,30058.69
1,23:12:28 13:57:27,30271.46
3,23:12:28 13:57:27,39590.48
9,23:12:28 13:57:27,35019.64
10,23:12:28 13:57:27,36947.83
1,23:12:28 13:58:27,32603.40
5,23:12:28 13:58:27,36472.62
6,23:12:28 13:58:27,33607.29
10,23:12:28 13:58:27,31075.08
9,23:12:28 13:59:27,39861.84
3,23:12:28 14:00:27,36770.07
4,23:12:28 14:00:27,37824.31
6,23:12:28 14:00:27,31904.55
9,23:12:28 14:00:27,33762.88
1,23:12:28 14:01:27,33173.95
8,23:12:28 14:01:27,39591.16
1,23:12:28 14:02:27,39542.63
10,23:12:28 14:02:27,35952.04
9,23:12:28 14:03:27,30214.28
10,23:12:28 14:03:27,33259.16
4,23:12:28 14:04:27,39778.86
8,23:12:28 14:04:27,36645.03
6,23:12:28 14:05:27,31269.76
9,23:12:28 14:06:27,33300.09
3,23:12:28 14:07:27,31893.02
8,23:12:28 14:07:27,30766.95
9,23:12:28 14:07:27,35747.23
1,23:12:28 14:08:27,34941.02
1,23:12:28 14:09:27,32140.51
3,23:12:28 14:09:27,36007.68
7,23:12:28 14:09:27,33635.36
8,23:12:28 14:09:27,30318.26
1,23:12:28 14:10:27,32130.21
3,23:12:28 14:10:27,38294.48
5,23:12:28 14:10:27,30929.49
7,23:12:28 14:10:27,37048.94
10,23:12:28 14:10:27,31351.61
2,23:12:28 14:11:27,35565.37
3,23:12:28 14:11:27,39242.72
4,23:12:28 14:11:27,32401.89
8,23:12:28 14:11:27,35567.93
4,23:12:28 14:12:27,39516.21
7,23:12:28 14:13:27,35072.06
9,23:12:28 14:13:27,34887.00
5,23:12:28 14:14:27,34082.85
7,23:12:28 14:14:27,38306.01
3,23:12:28 14:15:27,34070.53
5,23:12:28 14:15:27,35786.68
1,23:12:28 14:16:27,38685.01
2,23:12:28 14:16:27,34889.65
5,23:12:28 14:16:27,38502.07
3,23:12:28 14:17:27,39154.67
7,23:12:28 14:18:27,39844.26
2,23:12:28 14:19:27,37632.57
3,23:12:28 14:19:27,39663.67
6,23:12:28 14:19:27,31711.22
7,23:12:28 14:19:27,36257.48
8,23:12:28 14:19:27,36008.91
5,23:12:28 14:20:27,33163.04
6,23:12:28 14:20:27,33555.96
8,23:12:28 14:20:27,37137.50
1,23:12:28 14:21:27,38337.38
4,23:12:28 14:22:27,35914.95
6,23:12:28 14:22:27,33775.95
8,23:12:28 14:22:27,39330.20
2,23:12:28 14:23:27,35436.80
6,23:12:28 14:23:27,31389.55
7,23:12:28 14:23:27,34885.47
